question,position,jobTitle,company,year,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you explain how you would manipulate linked lists?,Software Engineer,Software Engineer(Internship),NVIDIA,2021,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain how you would manipulate linked lists?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with bit manipulation?,Software Engineer,Software Engineer,Apple; Capgemini; Databricks; Google; JPMorgan Chase & Co.; Microsoft; NVIDIA; Qualcomm; UiPath,2024,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain your experience with bit manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the concepts of Object-Oriented Programming (OOPs).,Software Engineer,Software Engineer,Boeing; Cognizant; Hexaware Technologies; NVIDIA; Tata Consultancy Services,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the concepts of Object-Oriented Programming (OOPs).'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you determine if a graph is bipartite?,Software Engineer,Software Engineer,LinkedIn; NVIDIA,2010,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'How do you determine if a graph is bipartite?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you check if two strings are anagrams?,Software Engineer,Software Developer,NVIDIA; Oracle; Paytm; Siemens,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you check if two strings are anagrams?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to print the 2nd highest and the highest number in a list without using built-in functions?,DevOps Engineer,Devops Engineer,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to print the 2nd highest and the highest number in a list without using built-in functions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you convert an integer to words?,Android Developer,Android Developer Intern,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you convert an integer to words?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would approach finding the longest palindromic substring in a given string?,Software Engineer,Software Engineer(Internship),NVIDIA,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would approach finding the longest palindromic substring in a given string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is RAID?,Site Reliability Engineer,Systems Reliability Engineer,Dell Technologies; LinkedIn; NVIDIA; Nutanix,2015,General CS,"Raid is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is RAID?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the differences between C and C++?,Software Engineer,Software Engineer,Capgemini; Cognizant; Hexaware Technologies; Infosys; NVIDIA; Optum; SAP; Tata Consultancy Services; Tookitaki,2015,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the differences between C and C++?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you sort an array of 0s and 1s?,Software Engineer,Software Engineer(Internship),NVIDIA; PayPal; Paytm; SAP,2015,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you sort an array of 0s and 1s?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the process of compilation?,Software Engineer,Junior Software Engineer,NVIDIA; Samsung,2015,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the process of compilation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would solve a list enumeration problem?,Software Engineer,Software Engineer(Internship),NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would solve a list enumeration problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a method to traverse a tree?,Software Engineer,Software Engineer(Internship),NVIDIA,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you describe a method to traverse a tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a BFS algorithm for a generic graph.,Software Engineer,Software Engineer,NVIDIA,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write a BFS algorithm for a generic graph.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the implementation of a circular queue?,Systems Engineer,Systems Engineer,NVIDIA,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the implementation of a circular queue?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Create a memory management system that allocates fixed-size blocks in a constrained environment with limited memory.,Software Engineer,Software Engineer,NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Create a memory management system that allocates fixed-size blocks in a constrained environment with limited memory.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you reverse a linked list in Python?,Software Engineer,Software Engineer,NVIDIA; Tata Consultancy Services,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you reverse a linked list in Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
